Target,File,Function,LOC,Vulnerable
openssl,crypto/ec/ecp_nistp224.c,felem_to_bin28,9,False
openssl,crypto/ec/ecp_nistp224.c,ec_GFp_nistp224_points_mul,140,False
openssl,crypto/ec/ecp_nistp224.c,felem_assign,6,False
openssl,crypto/ec/ecp_nistp224.c,point_add,73,False
openssl,crypto/ec/ecp_nistp224.c,felem_diff_128_64,10,False
openssl,crypto/ec/ecp_nistp224.c,felem_is_zero,11,False
openssl,crypto/ec/ecp_nistp224.c,point_double,36,False
openssl,crypto/ec/ecp_nistp224.c,felem_diff,10,False
openssl,crypto/ec/ecp_nistp224.c,felem_sum,6,False
openssl,crypto/ec/ecp_nistp224.c,felem_scalar,6,False
openssl,crypto/ec/ecp_nistp224.c,widefelem_scalar,9,False
openssl,crypto/ec/ecp_nistp224.c,widefelem_diff,16,False
openssl,crypto/ec/ecp_nistp224.c,copy_conditional,8,False
openssl,crypto/ec/ecp_nistp224.c,make_points_affine,6,False
openssl,crypto/ec/ecp_nistp224.c,batch_mul,63,False
openssl,crypto/ec/ecp_nistp224.c,get_bit,5,False
openssl,crypto/ec/ecp_nistp224.c,select_point,17,False
openssl,crypto/ec/ecp_nistp224.c,felem_neg,6,False
openssl,crypto/ec/ecp_nistp224.c,ec_GFp_nistp224_precompute_mult,103,False
openssl,crypto/ec/ecp_nistp224.c,nistp224_pre_comp_new,12,False
openssl,crypto/ec/ecp_nistp224.c,EC_nistp224_pre_comp_free,11,False
openssl,crypto/ec/ecp_nistp224.c,ec_GFp_nistp224_have_precompute_mult,2,False
openssl,crypto/ec/ecp_nistp224.c,felem_one,6,False
openssl,crypto/ec/ecp_nistp224.c,felem_is_zero_int,2,False
openssl,crypto/ec/ecp_nistp224.c,felem_square_reduce,5,False
openssl,crypto/ec/ecp_nistp224.c,felem_mul_reduce,5,False
openssl,crypto/ec/ecp_nistp224.c,EC_nistp224_pre_comp_dup,5,False
openssl,crypto/ec/ecp_nistp256.c,EC_GFp_nistp256_method,1,False
openssl,crypto/ec/ecp_nistp256.c,ec_GFp_nistp256_group_init,5,False
openssl,crypto/ec/ecp_nistp256.c,ec_GFp_nistp256_group_set_curve,28,False
openssl,crypto/ec/ecp_nistp256.c,ec_GFp_nistp256_point_get_affine_coordinates,36,False
openssl,crypto/ec/ecp_nistp256.c,BN_to_felem,13,False
openssl,crypto/ec/ecp_nistp256.c,bin32_to_felem,6,False
openssl,crypto/ec/ecp_nistp256.c,felem_inv,88,False
openssl,crypto/ec/ecp_nistp256.c,felem_square,5,False
openssl,crypto/ec/ecp_nistp256.c,felem_shrink,43,False
openssl,crypto/ec/ecp_nistp256.c,smallfelem_square,60,False
openssl,crypto/ec/ecp_nistp256.c,felem_reduce,7,False
openssl,crypto/ec/ecp_nistp256.c,felem_reduce_,21,False
openssl,crypto/ec/ecp_nistp256.c,felem_mul,6,False
openssl,crypto/ec/ecp_nistp256.c,smallfelem_mul,85,False
openssl,crypto/ec/ecp_nistp256.c,felem_assign,6,False
openssl,crypto/ec/ecp_nistp256.c,felem_contract,32,False
openssl,crypto/ec/ecp_nistp256.c,subtract_u64,6,False
openssl,crypto/ec/ecp_nistp256.c,smallfelem_to_BN,4,False
openssl,crypto/ec/ecp_nistp256.c,smallfelem_to_bin32,6,False
openssl,crypto/ec/ecp_nistp256.c,ec_GFp_nistp256_points_mul,145,False
openssl,crypto/ec/ecp_nistp256.c,point_add_small,14,False
openssl,crypto/ec/ecp_nistp256.c,smallfelem_expand,6,False
openssl,crypto/ec/ecp_nistp256.c,point_add,86,False
openssl,crypto/ec/ecp_nistp256.c,smallfelem_is_zero,27,False
openssl,crypto/ec/ecp_nistp256.c,felem_small_sum,6,False
openssl,crypto/ec/ecp_nistp256.c,felem_sum,6,False
openssl,crypto/ec/ecp_nistp256.c,felem_diff,10,False
openssl,crypto/ec/ecp_nistp256.c,felem_scalar,6,False
openssl,crypto/ec/ecp_nistp256.c,felem_diff_zero107,10,False
openssl,crypto/ec/ecp_nistp256.c,felem_small_mul,6,False
openssl,crypto/ec/ecp_nistp256.c,point_double,39,False
openssl,crypto/ec/ecp_nistp256.c,longfelem_scalar,10,False
openssl,crypto/ec/ecp_nistp256.c,longfelem_diff,18,False
openssl,crypto/ec/ecp_nistp256.c,felem_reduce_zero105,7,False
openssl,crypto/ec/ecp_nistp256.c,copy_small_conditional,7,False
openssl,crypto/ec/ecp_nistp256.c,copy_conditional,7,False
openssl,crypto/ec/ecp_nistp256.c,point_double_small,14,False
openssl,crypto/ec/ecp_nistp256.c,make_points_affine,6,False
openssl,crypto/ec/ecp_nistp256.c,batch_mul,67,False
openssl,crypto/ec/ecp_nistp256.c,get_bit,5,False
openssl,crypto/ec/ecp_nistp256.c,select_point,17,False
openssl,crypto/ec/ecp_nistp256.c,smallfelem_neg,6,False
openssl,crypto/ec/ecp_nistp256.c,ec_GFp_nistp256_precompute_mult,113,False
openssl,crypto/ec/ecp_nistp256.c,nistp256_pre_comp_new,12,False
openssl,crypto/ec/ecp_nistp256.c,EC_nistp256_pre_comp_free,11,False
openssl,crypto/ec/ecp_nistp256.c,ec_GFp_nistp256_have_precompute_mult,2,False
openssl,crypto/ec/ecp_nistp256.c,smallfelem_one,6,False
openssl,crypto/ec/ecp_nistp256.c,smallfelem_is_zero_int,2,False
openssl,crypto/ec/ecp_nistp256.c,smallfelem_assign,6,False
openssl,crypto/ec/ecp_nistp256.c,smallfelem_square_contract,7,False
openssl,crypto/ec/ecp_nistp256.c,smallfelem_mul_contract,8,False
openssl,crypto/ec/ecp_nistp256.c,smallfelem_inv_contract,6,False
openssl,crypto/ec/ecp_nistp256.c,EC_nistp256_pre_comp_dup,5,False
openssl,crypto/ec/ecp_nistp521.c,EC_GFp_nistp521_method,1,False
openssl,crypto/ec/ecp_nistp521.c,ec_GFp_nistp521_group_init,5,False
openssl,crypto/ec/ecp_nistp521.c,ec_GFp_nistp521_group_set_curve,28,False
openssl,crypto/ec/ecp_nistp521.c,ec_GFp_nistp521_point_get_affine_coordinates,35,False
openssl,crypto/ec/ecp_nistp521.c,BN_to_felem,13,False
openssl,crypto/ec/ecp_nistp521.c,bin66_to_felem,11,False
openssl,crypto/ec/ecp_nistp521.c,felem_inv,88,False
openssl,crypto/ec/ecp_nistp521.c,felem_square,37,False
openssl,crypto/ec/ecp_nistp521.c,felem_scalar,11,False
openssl,crypto/ec/ecp_nistp521.c,felem_reduce,45,False
openssl,crypto/ec/ecp_nistp521.c,felem_mul,85,False
openssl,crypto/ec/ecp_nistp521.c,felem_assign,11,False
openssl,crypto/ec/ecp_nistp521.c,felem_contract,99,False
openssl,crypto/ec/ecp_nistp521.c,felem_to_BN,4,False
openssl,crypto/ec/ecp_nistp521.c,felem_to_bin66,12,False
openssl,crypto/ec/ecp_nistp521.c,ec_GFp_nistp521_points_mul,141,False
openssl,crypto/ec/ecp_nistp521.c,point_add,78,False
openssl,crypto/ec/ecp_nistp521.c,felem_is_zero,47,False
openssl,crypto/ec/ecp_nistp521.c,felem_sum64,11,False
openssl,crypto/ec/ecp_nistp521.c,felem_diff_128_64,11,False
openssl,crypto/ec/ecp_nistp521.c,felem_scalar64,11,False
openssl,crypto/ec/ecp_nistp521.c,point_double,36,False
openssl,crypto/ec/ecp_nistp521.c,felem_diff64,11,False
openssl,crypto/ec/ecp_nistp521.c,felem_scalar128,11,False
openssl,crypto/ec/ecp_nistp521.c,felem_diff128,11,False
openssl,crypto/ec/ecp_nistp521.c,copy_conditional,7,False
openssl,crypto/ec/ecp_nistp521.c,make_points_affine,6,False
openssl,crypto/ec/ecp_nistp521.c,batch_mul,56,False
openssl,crypto/ec/ecp_nistp521.c,get_bit,5,False
openssl,crypto/ec/ecp_nistp521.c,select_point,17,False
openssl,crypto/ec/ecp_nistp521.c,felem_neg,11,False
openssl,crypto/ec/ecp_nistp521.c,ec_GFp_nistp521_precompute_mult,88,False
openssl,crypto/ec/ecp_nistp521.c,nistp521_pre_comp_new,12,False
openssl,crypto/ec/ecp_nistp521.c,EC_nistp521_pre_comp_free,11,False
openssl,crypto/ec/ecp_nistp521.c,ec_GFp_nistp521_have_precompute_mult,2,False
openssl,crypto/ec/ecp_nistp521.c,felem_one,11,False
openssl,crypto/ec/ecp_nistp521.c,felem_is_zero_int,2,False
openssl,crypto/ec/ecp_nistp521.c,felem_square_reduce,5,False
openssl,crypto/ec/ecp_nistp521.c,felem_mul_reduce,5,False
openssl,crypto/ec/ecp_nistp521.c,EC_nistp521_pre_comp_dup,5,False
openssl,crypto/ec/ecp_nistputil.c,ec_GFp_nistp_points_make_affine_internal,39,False
openssl,crypto/ec/ecp_nistputil.c,ec_GFp_nistp_recode_scalar_bits,10,False
openssl,crypto/ec/ecp_oct.c,ec_GFp_simple_set_compressed_coordinates,91,False
openssl,crypto/ec/ecp_oct.c,ec_GFp_simple_point2oct,84,False
openssl,crypto/ec/ecp_oct.c,ec_GFp_simple_oct2point,70,False
openssl,crypto/ec/ecp_smpl.c,EC_GFp_simple_method,1,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_group_init,12,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_group_finish,5,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_group_clear_finish,5,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_group_copy,10,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_group_set_curve,41,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_group_get_curve,37,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_group_get_degree,2,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_group_check_discriminant,52,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_point_init,12,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_point_finish,5,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_point_clear_finish,6,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_point_copy,11,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_point_set_to_infinity,5,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_point_set_affine_coordinates,10,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_point_get_affine_coordinates,77,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_add,124,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_dbl,100,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_invert,5,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_is_at_infinity,2,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_is_on_curve,68,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_cmp,69,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_make_affine,29,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_points_make_affine,104,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_field_mul,3,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_field_sqr,3,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_field_inv,27,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_blind_coordinates,31,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_ladder_pre,41,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_ladder_step,53,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_ladder_post,62,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_set_Jprojective_coordinates_GFp,49,False
openssl,crypto/ec/ecp_smpl.c,ec_GFp_simple_get_Jprojective_coordinates_GFp,41,False
openssl,crypto/ec/ecx_backend.c,ecx_public_from_private,18,False
openssl,crypto/ec/ecx_backend.c,ecx_key_fromdata,29,False
openssl,crypto/ec/ecx_key.c,ecx_key_new,32,False
openssl,crypto/ec/ecx_key.c,ecx_key_free,13,False
openssl,crypto/ec/ecx_key.c,ecx_key_up_ref,7,False
openssl,crypto/ec/ecx_key.c,ecx_key_allocate_privkey,3,False
openssl,crypto/ec/ecx_meth.c,ecx_pub_decode,8,False
openssl,crypto/ec/ecx_meth.c,ecx_key_op,50,False
openssl,crypto/ec/ecx_meth.c,ecx_pub_encode,17,False
openssl,crypto/ec/ecx_meth.c,ecx_pub_cmp,7,False
openssl,crypto/ec/ecx_meth.c,ecx_pub_print,3,False
openssl,crypto/ec/ecx_meth.c,ecx_key_print,30,False
openssl,crypto/ec/ecx_meth.c,ecx_priv_encode,22,False
openssl,crypto/ec/ecx_meth.c,ecx_priv_print,3,False
openssl,crypto/ec/ecx_meth.c,ecx_size,2,False
openssl,crypto/ec/ecx_meth.c,ecx_bits,7,False
openssl,crypto/ec/ecx_meth.c,ecx_security_bits,5,False
openssl,crypto/ec/ecx_meth.c,ecx_cmp_parameters,2,False
openssl,crypto/ec/ecx_meth.c,ecx_free,3,False
openssl,crypto/ec/ecx_meth.c,ecx_ctrl,12,False
openssl,crypto/ec/ecx_meth.c,ecx_set_priv_key,3,False
openssl,crypto/ec/ecx_meth.c,ecx_set_pub_key,2,False
openssl,crypto/ec/ecx_meth.c,ecx_get_priv_key,14,False
openssl,crypto/ec/ecx_meth.c,ecx_get_pub_key,13,False
openssl,crypto/ec/ecx_meth.c,ecx_pkey_dirty_cnt,2,False
openssl,crypto/ec/ecx_meth.c,ecx_pkey_export_to,26,False
openssl,crypto/ec/ecx_meth.c,x25519_import_from,2,False
openssl,crypto/ec/ecx_meth.c,ecx_generic_import_from,15,False
openssl,crypto/ec/ecx_meth.c,ecx_priv_decode_ex,21,False
openssl,crypto/ec/ecx_meth.c,x448_import_from,2,False
openssl,crypto/ec/ecx_meth.c,ecd_size25519,2,False
openssl,crypto/ec/ecx_meth.c,ecd_ctrl,6,False
openssl,crypto/ec/ecx_meth.c,ecd_item_verify,15,False
openssl,crypto/ec/ecx_meth.c,ecd_item_sign25519,8,False
openssl,crypto/ec/ecx_meth.c,ecd_sig_info_set25519,4,False
openssl,crypto/ec/ecx_meth.c,ed25519_import_from,2,False
openssl,crypto/ec/ecx_meth.c,ecd_size448,2,False
openssl,crypto/ec/ecx_meth.c,ecd_item_sign448,8,False
openssl,crypto/ec/ecx_meth.c,ecd_sig_info_set448,4,False
openssl,crypto/ec/ecx_meth.c,ed448_import_from,2,False
openssl,crypto/ec/ecx_meth.c,ecx25519_pkey_method,1,False
openssl,crypto/ec/ecx_meth.c,pkey_ecx_keygen,2,False
openssl,crypto/ec/ecx_meth.c,pkey_ecx_derive25519,10,False
openssl,crypto/ec/ecx_meth.c,validate_ecx_derive,20,False
openssl,crypto/ec/ecx_meth.c,pkey_ecx_ctrl,5,False
openssl,crypto/ec/ecx_meth.c,ecx448_pkey_method,1,False
openssl,crypto/ec/ecx_meth.c,pkey_ecx_derive448,10,False
openssl,crypto/ec/ecx_meth.c,ed25519_pkey_method,1,False
openssl,crypto/ec/ecx_meth.c,pkey_ecd_ctrl,9,False
openssl,crypto/ec/ecx_meth.c,pkey_ecd_digestsign25519,16,False
openssl,crypto/ec/ecx_meth.c,pkey_ecd_digestverify25519,9,False
openssl,crypto/ec/ecx_meth.c,ed448_pkey_method,1,False
openssl,crypto/ec/ecx_meth.c,pkey_ecd_digestsign448,16,False
openssl,crypto/ec/ecx_meth.c,pkey_ecd_digestverify448,9,False
openssl,crypto/ec/curve448/eddsa.c,c448_ed448_convert_private_key_to_x448,6,False
openssl,crypto/ec/curve448/eddsa.c,oneshot_hash,20,False
openssl,crypto/ec/curve448/eddsa.c,c448_ed448_derive_public_key,23,False
openssl,crypto/ec/curve448/eddsa.c,clamp,5,False
openssl,crypto/ec/curve448/eddsa.c,c448_ed448_sign,68,False
openssl,crypto/ec/curve448/eddsa.c,hash_init_with_dom,25,False
openssl,crypto/ec/curve448/eddsa.c,c448_ed448_sign_prehash,8,False
openssl,crypto/ec/curve448/eddsa.c,c448_ed448_verify,50,False
openssl,crypto/ec/curve448/eddsa.c,c448_ed448_verify_prehash,7,False
openssl,crypto/ec/curve448/eddsa.c,ED448_sign,7,False
openssl,crypto/ec/curve448/eddsa.c,ED448_verify,6,False
openssl,crypto/ec/curve448/eddsa.c,ED448ph_sign,5,False
openssl,crypto/ec/curve448/eddsa.c,ED448ph_verify,5,False
openssl,crypto/ec/curve448/eddsa.c,ED448_public_from_private,4,False
openssl,crypto/evp/encode.c,EVP_ENCODE_CTX_new,1,False
openssl,crypto/evp/encode.c,EVP_ENCODE_CTX_free,3,False
openssl,crypto/evp/encode.c,EVP_ENCODE_CTX_copy,3,False
openssl,crypto/evp/encode.c,EVP_ENCODE_CTX_num,2,False
openssl,crypto/evp/encode.c,evp_encode_ctx_set_flags,3,False
openssl,crypto/evp/encode.c,EVP_EncodeInit,6,False
openssl,crypto/evp/encode.c,EVP_EncodeUpdate,47,True
openssl,crypto/evp/encode.c,evp_encodeblock_int,29,False
openssl,crypto/evp/encode.c,EVP_EncodeFinal,11,False
openssl,crypto/evp/encode.c,EVP_EncodeBlock,2,False
openssl,crypto/evp/encode.c,EVP_DecodeInit,6,False
openssl,crypto/evp/encode.c,EVP_DecodeUpdate,68,False
openssl,crypto/evp/encode.c,conv_ascii2bin,5,False
openssl,crypto/evp/encode.c,evp_decodeblock_int,32,False
openssl,crypto/evp/encode.c,EVP_DecodeBlock,2,False
openssl,crypto/evp/encode.c,EVP_DecodeFinal,12,False
openssl,crypto/encode_decode/encoder_err.c,ERR_load_OSSL_ENCODER_strings,3,False
openssl,crypto/encode_decode/encoder_lib.c,OSSL_ENCODER_to_bio,2,False
openssl,crypto/encode_decode/encoder_lib.c,encoder_process,71,False
openssl,crypto/encode_decode/encoder_lib.c,OSSL_ENCODER_CTX_get_num_encoders,5,False
openssl,crypto/encode_decode/encoder_local.h,sk_OSSL_ENCODER_INSTANCE_num,1,False
openssl,crypto/encode_decode/encoder_local.h,sk_OSSL_ENCODER_INSTANCE_value,1,False
openssl,crypto/encode_decode/encoder_lib.c,OSSL_ENCODER_INSTANCE_get_encoder,5,False
openssl,crypto/encode_decode/encoder_lib.c,OSSL_ENCODER_INSTANCE_get_encoder_ctx,5,False
openssl,crypto/encode_decode/encoder_lib.c,OSSL_ENCODER_INSTANCE_get_input_type,5,False
openssl,crypto/encode_decode/encoder_lib.c,OSSL_ENCODER_INSTANCE_get_output_type,5,False
openssl,crypto/encode_decode/encoder_lib.c,OSSL_ENCODER_to_fp,7,False
openssl,crypto/encode_decode/encoder_lib.c,bio_from_file,8,False
openssl,crypto/encode_decode/encoder_lib.c,OSSL_ENCODER_to_data,31,False
openssl,crypto/encode_decode/encoder_lib.c,OSSL_ENCODER_CTX_set_output_type,8,False
openssl,crypto/encode_decode/encoder_lib.c,OSSL_ENCODER_CTX_set_selection,10,False
openssl,crypto/encode_decode/encoder_lib.c,ossl_encoder_instance_free,10,False
openssl,crypto/encode_decode/encoder_lib.c,OSSL_ENCODER_CTX_add_encoder,23,False
openssl,crypto/encode_decode/encoder_lib.c,ossl_encoder_instance_new,32,False
openssl,crypto/encode_decode/encoder_lib.c,ossl_encoder_ctx_add_encoder_inst,9,False
openssl,crypto/encode_decode/encoder_local.h,sk_OSSL_ENCODER_INSTANCE_new_null,1,False
openssl,crypto/encode_decode/encoder_local.h,sk_OSSL_ENCODER_INSTANCE_push,1,False
openssl,crypto/encode_decode/encoder_lib.c,OSSL_ENCODER_CTX_add_extra,3,False
openssl,crypto/encode_decode/encoder_lib.c,OSSL_ENCODER_CTX_set_construct,8,False
openssl,crypto/encode_decode/encoder_lib.c,OSSL_ENCODER_CTX_set_construct_data,8,False
openssl,crypto/encode_decode/encoder_lib.c,OSSL_ENCODER_CTX_set_cleanup,8,False
openssl,crypto/encode_decode/encoder_meth.c,OSSL_ENCODER_up_ref,4,False
openssl,crypto/encode_decode/encoder_meth.c,OSSL_ENCODER_free,11,False
openssl,crypto/encode_decode/encoder_meth.c,OSSL_ENCODER_fetch,3,False
openssl,crypto/encode_decode/encoder_meth.c,inner_ossl_encoder_fetch,30,False
openssl,crypto/encode_decode/encoder_meth.c,get_encoder_store,2,False
openssl,crypto/encode_decode/encoder_meth.c,up_ref_encoder,2,False
openssl,crypto/encode_decode/encoder_meth.c,free_encoder,3,False
openssl,crypto/encode_decode/encoder_meth.c,alloc_tmp_encoder_store,2,False
openssl,crypto/encode_decode/encoder_meth.c,dealloc_tmp_encoder_store,4,False
openssl,crypto/encode_decode/encoder_meth.c,get_encoder_from_store,16,False
openssl,crypto/encode_decode/encoder_meth.c,put_encoder_in_store,13,False
openssl,crypto/encode_decode/encoder_meth.c,construct_encoder,10,False
openssl,crypto/encode_decode/encoder_meth.c,encoder_from_dispatch,62,False
openssl,crypto/encode_decode/encoder_meth.c,ossl_encoder_new,9,False
openssl,include/openssl/core_dispatch.h,OSSL_FUNC_encoder_newctx,1,False
openssl,include/openssl/core_dispatch.h,OSSL_FUNC_encoder_freectx,1,False
openssl,include/openssl/core_dispatch.h,OSSL_FUNC_encoder_get_params,1,False
openssl,include/openssl/core_dispatch.h,OSSL_FUNC_encoder_gettable_params,1,False
openssl,include/openssl/core_dispatch.h,OSSL_FUNC_encoder_set_ctx_params,1,False
openssl,include/openssl/core_dispatch.h,OSSL_FUNC_encoder_settable_ctx_params,1,False
openssl,include/openssl/core_dispatch.h,OSSL_FUNC_encoder_encode,1,False
openssl,include/openssl/core_dispatch.h,OSSL_FUNC_encoder_import_object,1,False
openssl,include/openssl/core_dispatch.h,OSSL_FUNC_encoder_free_object,1,False
openssl,crypto/encode_decode/encoder_meth.c,destruct_encoder,3,False
openssl,crypto/encode_decode/encoder_meth.c,encoder_store_new,2,False
openssl,crypto/encode_decode/encoder_meth.c,encoder_store_free,3,False
openssl,crypto/encode_decode/encoder_meth.c,ossl_encoder_fetch_by_number,3,False
openssl,crypto/encode_decode/encoder_meth.c,OSSL_ENCODER_provider,6,False
openssl,crypto/encode_decode/encoder_meth.c,OSSL_ENCODER_properties,6,False
openssl,crypto/encode_decode/encoder_meth.c,OSSL_ENCODER_number,6,False
openssl,crypto/encode_decode/encoder_meth.c,OSSL_ENCODER_is_a,7,False
openssl,crypto/encode_decode/encoder_meth.c,OSSL_ENCODER_do_all_provided,9,False
openssl,crypto/encode_decode/encoder_meth.c,encoder_do_one,17,False
openssl,crypto/encode_decode/encoder_meth.c,OSSL_ENCODER_names_do_all,11,False
openssl,crypto/encode_decode/encoder_meth.c,OSSL_ENCODER_gettable_params,6,False
openssl,crypto/encode_decode/encoder_meth.c,OSSL_ENCODER_get_params,5,False
openssl,crypto/encode_decode/encoder_meth.c,OSSL_ENCODER_settable_ctx_params,6,False
openssl,crypto/encode_decode/encoder_meth.c,OSSL_ENCODER_CTX_new,4,False
openssl,crypto/encode_decode/encoder_meth.c,OSSL_ENCODER_CTX_set_params,23,False
openssl,crypto/encode_decode/encoder_meth.c,OSSL_ENCODER_CTX_free,8,False
openssl,crypto/encode_decode/encoder_local.h,sk_OSSL_ENCODER_INSTANCE_pop_free,1,False
openssl,crypto/encode_decode/encoder_pkey.c,OSSL_ENCODER_CTX_set_cipher,11,False
openssl,crypto/encode_decode/encoder_pkey.c,OSSL_ENCODER_CTX_set_passphrase,4,False
openssl,crypto/encode_decode/encoder_pkey.c,OSSL_ENCODER_CTX_set_passphrase_ui,4,False
openssl,crypto/encode_decode/encoder_pkey.c,OSSL_ENCODER_CTX_set_pem_password_cb,3,False
openssl,crypto/encode_decode/encoder_pkey.c,OSSL_ENCODER_CTX_set_passphrase_cb,4,False
openssl,crypto/encode_decode/encoder_pkey.c,OSSL_ENCODER_CTX_new_by_EVP_PKEY,18,False
openssl,crypto/encode_decode/encoder_pkey.c,ossl_encoder_ctx_setup_for_EVP_PKEY,74,False
openssl,crypto/encode_decode/encoder_pkey.c,sk_OSSL_ENCODER_new_null,1,False
openssl,crypto/encode_decode/encoder_pkey.c,sk_OSSL_ENCODER_free,1,False
openssl,crypto/encode_decode/encoder_pkey.c,sk_OSSL_ENCODER_num,1,False
openssl,crypto/encode_decode/encoder_pkey.c,sk_OSSL_ENCODER_value,1,False
openssl,crypto/encode_decode/encoder_pkey.c,sk_OSSL_ENCODER_pop_free,1,False
openssl,crypto/encode_decode/encoder_pkey.c,collect_encoder,21,False
openssl,crypto/encode_decode/encoder_pkey.c,sk_OSSL_ENCODER_push,1,False
openssl,crypto/encode_decode/encoder_pkey.c,collect_name,9,False
openssl,crypto/encode_decode/encoder_pkey.c,encoder_construct_EVP_PKEY,19,False
openssl,crypto/encode_decode/encoder_pkey.c,encoder_destruct_EVP_PKEY,9,False
openssl,crypto/encode_decode/encoder_pkey.c,encoder_import_cb,8,False
openssl,crypto/engine/eng_all.c,ENGINE_load_builtin_engines,2,False
openssl,crypto/engine/eng_cnf.c,ENGINE_add_conf_module,2,False
openssl,crypto/engine/eng_cnf.c,int_engine_module_init,16,False
openssl,crypto/engine/eng_cnf.c,int_engine_configure,74,False
openssl,crypto/engine/eng_cnf.c,skip_dot,6,False
openssl,crypto/engine/eng_cnf.c,int_engine_init,10,False
openssl,crypto/engine/eng_local.h,sk_ENGINE_new_null,1,False
openssl,crypto/engine/eng_local.h,sk_ENGINE_push,1,False
openssl,crypto/engine/eng_cnf.c,int_engine_module_finish,7,False
openssl,crypto/engine/eng_local.h,sk_ENGINE_pop,1,False
openssl,crypto/engine/eng_local.h,sk_ENGINE_free,1,False
openssl,crypto/engine/eng_ctrl.c,ENGINE_ctrl,25,False
openssl,crypto/engine/eng_ctrl.c,int_ctrl_helper,40,False
openssl,crypto/engine/eng_ctrl.c,int_ctrl_cmd_is_null,5,False
openssl,crypto/engine/eng_ctrl.c,int_ctrl_cmd_by_name,9,False
openssl,crypto/engine/eng_ctrl.c,int_ctrl_cmd_by_num,9,False
openssl,crypto/engine/eng_ctrl.c,ENGINE_cmd_is_executable,12,False
openssl,crypto/engine/eng_ctrl.c,ENGINE_ctrl_cmd,18,False
openssl,crypto/engine/eng_ctrl.c,ENGINE_ctrl_cmd_string,48,False
openssl,crypto/engine/eng_dyn.c,engine_load_dynamic_int,7,False
openssl,crypto/engine/eng_dyn.c,engine_dynamic,14,False
openssl,crypto/engine/eng_dyn.c,dynamic_init,2,False
openssl,crypto/engine/eng_dyn.c,dynamic_finish,2,False
openssl,crypto/engine/eng_dyn.c,dynamic_ctrl,54,False
openssl,crypto/engine/eng_dyn.c,dynamic_get_data_ctx,19,False
openssl,crypto/engine/eng_dyn.c,dynamic_set_data_ctx,30,False
openssl,crypto/engine/eng_dyn.c,dynamic_load,66,False
openssl,crypto/engine/eng_dyn.c,int_load,20,False
openssl,crypto/engine/eng_dyn.c,dynamic_data_ctx_free_func,12,False
openssl,crypto/engine/eng_dyn.c,int_free_str,3,False
openssl,crypto/engine/eng_err.c,ERR_load_ENGINE_strings,3,False
openssl,crypto/engine/eng_fat.c,ENGINE_set_default,23,False
openssl,crypto/engine/eng_fat.c,ENGINE_set_default_string,8,False
openssl,crypto/engine/eng_fat.c,int_def_cb,29,False
openssl,crypto/engine/eng_fat.c,ENGINE_register_complete,11,False
openssl,crypto/engine/eng_fat.c,ENGINE_register_all_complete,5,False
openssl,crypto/engine/eng_init.c,engine_unlocked_init,11,False
openssl,crypto/engine/eng_init.c,engine_unlocked_finish,19,False
openssl,crypto/engine/eng_init.c,ENGINE_init,13,False
openssl,crypto/engine/eng_init.c,ENGINE_finish,12,False
openssl,crypto/engine/eng_lib.c,do_engine_lock_init_ossl_,1,False
openssl,crypto/engine/eng_lib.c,do_engine_lock_init,5,False
openssl,crypto/engine/eng_lib.c,ENGINE_new,12,False
openssl,crypto/engine/eng_lib.c,engine_set_all_null,18,False
openssl,crypto/engine/eng_lib.c,engine_free_util,19,False
